datetime,dam_discharge_(m_/s)
28/05/2002,2666.68
29/05/2002,3248.37
30/05/2002,2421
31/05/2002,4082.45
01/06/2002,3658.68
02/06/2002,3492.15
03/06/2002,2304.79
04/06/2002,3102.71
05/06/2002,3604.54
06/06/2002,3296.55
07/06/2002,2498.95
08/06/2002,2674.95
09/06/2002,2774.03
10/06/2002,2698.28
11/06/2002,3764.39
12/06/2002,2039.49
13/06/2002,3327.96
14/06/2002,2353.85
15/06/2002,2519.37
16/06/2002,1995.13
17/06/2002,2725.47
18/06/2002,3755.37
19/06/2002,3132.41
20/06/2002,2400.82
21/06/2002,3508.57
22/06/2002,3615.65
23/06/2002,3052.02
24/06/2002,4017.37
25/06/2002,3410.78
26/06/2002,3341.33
27/06/2002,2598.31
28/06/2002,3313.7
29/06/2002,3108.4
30/06/2002,3259.91
01/07/2002,2657.71
02/07/2002,3064.05
03/07/2002,2591.57
04/07/2002,1926.43
05/07/2002,3499.15
06/07/2002,2248.81
07/07/2002,3053.59
08/07/2002,3166.5
09/07/2002,3163.28
10/07/2002,2858.46
11/07/2002,3135.61
12/07/2002,3235.48
13/07/2002,3367.48
14/07/2002,3866.72
15/07/2002,3117.1
16/07/2002,3032.02
17/07/2002,2546.64
18/07/2002,3217.97
19/07/2002,3333.69
20/07/2002,2903.85
21/07/2002,3272.31
22/07/2002,2853.74
23/07/2002,3335.5
24/07/2002,3456.3
25/07/2002,3449.31
26/07/2002,3058.92
27/07/2002,2480.02
28/07/2002,2694.04
29/07/2002,3297.58
30/07/2002,4224.41
31/07/2002,2829.64
01/08/2002,3227.92
02/08/2002,2721.97
03/08/2002,2513.02
04/08/2002,2661.84
05/08/2002,1958.76
06/08/2002,3676.72
07/08/2002,1884.93
08/08/2002,2868.09
09/08/2002,2410.94
10/08/2002,2557.81
11/08/2002,3688.26
12/08/2002,3100.53
13/08/2002,2517.3
14/08/2002,2705.24
15/08/2002,2617.26
16/08/2002,2978.23
17/08/2002,3086.45
18/08/2002,3947.79
19/08/2002,2041.85
20/08/2002,2982.59
21/08/2002,2842.22
22/08/2002,3473.27
23/08/2002,3177.41
24/08/2002,3295.18
25/08/2002,3172.54
26/08/2002,2534
27/08/2002,3605.63
28/08/2002,3399.25
29/08/2002,3457.76
30/08/2002,3632.03
31/08/2002,3208.84
01/09/2002,3740.5
02/09/2002,3188.82
03/09/2002,2890.47
04/09/2002,2996.7
05/09/2002,2988.08
06/09/2002,2740.3
07/09/2002,3815.94
08/09/2002,3148.15
09/09/2002,3047.37
10/09/2002,3194.14
11/09/2002,4489.93
12/09/2002,2434.14
13/09/2002,2577.48
14/09/2002,2309.71
15/09/2002,2883.7
16/09/2002,3122.76
17/09/2002,2767.34
18/09/2002,2730.14
19/09/2002,3071.2
20/09/2002,2748.95
21/09/2002,3155.09
22/09/2002,3557.12
23/09/2002,3338.52
24/09/2002,3440.51
25/09/2002,3542.96
26/09/2002,3141.41
27/09/2002,2920.68
28/09/2002,2613.87
29/09/2002,2804.41
30/09/2002,2738.16
01/10/2002,1131
02/10/2002,1131
03/10/2002,1131
04/10/2002,1131
05/10/2002,1131
06/10/2002,1131
07/10/2002,1131
08/10/2002,1131
09/10/2002,1131
10/10/2002,1131
11/10/2002,1131
12/10/2002,1131
13/10/2002,1131
14/10/2002,1131
15/10/2002,1131
16/10/2002,1131
17/10/2002,1131
18/10/2002,1131
19/10/2002,1131
20/10/2002,1131
21/10/2002,1131
22/10/2002,1131
23/10/2002,1131
24/10/2002,1131
25/10/2002,1131
26/10/2002,1131
27/10/2002,1131
28/10/2002,1131
29/10/2002,1131
30/10/2002,1131
31/10/2002,1131
01/11/2002,1719.5
02/11/2002,1604.03
03/11/2002,1709.03
04/11/2002,1151.9
05/11/2002,1929.52
06/11/2002,1371.91
07/11/2002,1170
08/11/2002,1368.23
09/11/2002,2245.13
10/11/2002,1383.68
11/11/2002,1402.47
12/11/2002,1442.37
13/11/2002,1455.41
14/11/2002,1265.56
15/11/2002,1542.96
16/11/2002,1822.68
17/11/2002,1594.29
18/11/2002,1166.65
19/11/2002,1396.7
20/11/2002,1334.54
21/11/2002,1515.88
22/11/2002,1899.14
23/11/2002,1455.34
24/11/2002,1473.55
25/11/2002,2033.29
26/11/2002,1762.86
27/11/2002,1672.22
28/11/2002,2087.44
29/11/2002,1646.94
30/11/2002,904.04
01/12/2002,1749.8
02/12/2002,1022.4
03/12/2002,1635.6
04/12/2002,985.88
05/12/2002,1359.94
06/12/2002,1390.86
07/12/2002,1268.96
08/12/2002,1395.34
09/12/2002,1809.77
10/12/2002,1285.81
11/12/2002,1663.54
12/12/2002,1210.31
13/12/2002,1443.15
14/12/2002,1597.15
15/12/2002,1201.04
16/12/2002,1106.48
17/12/2002,1647.56
18/12/2002,1836.92
19/12/2002,1476.28
20/12/2002,1362.81
21/12/2002,1546.7
22/12/2002,1516.64
23/12/2002,1572.87
24/12/2002,741.53
25/12/2002,1179.27
26/12/2002,1246.43
27/12/2002,1545.26
28/12/2002,1555.76
29/12/2002,1690.85
30/12/2002,1577.27
31/12/2002,1109.78
01/01/2003,1934.1
02/01/2003,1881.58
03/01/2003,1122.54
04/01/2003,1599.81
05/01/2003,1321.37
06/01/2003,1541.66
07/01/2003,1815.99
08/01/2003,2139.03
09/01/2003,1725.38
10/01/2003,1588.48
11/01/2003,1398.05
12/01/2003,1554.64
13/01/2003,1907.93
14/01/2003,1486.59
15/01/2003,1234.17
16/01/2003,1014.09
17/01/2003,1653.91
18/01/2003,1574.19
19/01/2003,1306.23
20/01/2003,1807.8
21/01/2003,1373.47
22/01/2003,1459.61
23/01/2003,1495
24/01/2003,1394.71
25/01/2003,1570.76
26/01/2003,1845.45
27/01/2003,1157.26
28/01/2003,1646.56
29/01/2003,1551.65
30/01/2003,1546.13
31/01/2003,1761.55
01/02/2003,1514.79
02/02/2003,1644.07
03/02/2003,1714.76
04/02/2003,1348.69
05/02/2003,1589.76
06/02/2003,1424.76
07/02/2003,1460.2
08/02/2003,1403.38
09/02/2003,1641.32
10/02/2003,1524.49
11/02/2003,1618.36
12/02/2003,1494.74
13/02/2003,1018.76
14/02/2003,1509.41
15/02/2003,1519.06
16/02/2003,1572.78
17/02/2003,1321.88
18/02/2003,1141.36
19/02/2003,1687.38
20/02/2003,1417.92
21/02/2003,1551.37
22/02/2003,1415.56
23/02/2003,1498.18
24/02/2003,1365.21
25/02/2003,1209.57
26/02/2003,1642.12
27/02/2003,1319.06
28/02/2003,1549.19
01/03/2003,1623.14
02/03/2003,1323.96
03/03/2003,1138.83
04/03/2003,2227.83
05/03/2003,1341.67
06/03/2003,1687.03
07/03/2003,2081.84
08/03/2003,1736.97
09/03/2003,1409.87
10/03/2003,1479.87
11/03/2003,1250.22
12/03/2003,1764.51
13/03/2003,1669.88
14/03/2003,1345.67
15/03/2003,1187.35
16/03/2003,1103.63
17/03/2003,1795.95
18/03/2003,1536.11
19/03/2003,1564.5
20/03/2003,1253.12
21/03/2003,1060.95
22/03/2003,1788.78
23/03/2003,1512.61
24/03/2003,1772.17
25/03/2003,1384.22
26/03/2003,1428.95
27/03/2003,1713.99
28/03/2003,1719.7
29/03/2003,1739.27
30/03/2003,1411.44
31/03/2003,1684.36
01/04/2003,1832.73
02/04/2003,1468.57
03/04/2003,1345.95
04/04/2003,1902.82
05/04/2003,1303.67
06/04/2003,1688.84
07/04/2003,1482.47
08/04/2003,947.53
09/04/2003,1838.58
10/04/2003,672.64
11/04/2003,904.76
12/04/2003,1658.2
13/04/2003,1658.12
14/04/2003,1308.73
15/04/2003,1544.35
16/04/2003,740.57
17/04/2003,1712.09
18/04/2003,1574.92
19/04/2003,1486.31
20/04/2003,1506.25
21/04/2003,1647.98
22/04/2003,1491.33
23/04/2003,937.78
24/04/2003,2158.9
25/04/2003,1860.24
26/04/2003,1114.52
27/04/2003,1396.46
28/04/2003,1429.19
29/04/2003,1823.65
30/04/2003,852.22
01/05/2003,2750.5
02/05/2003,2119.68
03/05/2003,2857.45
04/05/2003,2763.75
05/05/2003,3039.85
06/05/2003,2697.56
07/05/2003,2624.49
08/05/2003,3309.83
09/05/2003,3227.34
10/05/2003,3275.7
11/05/2003,2911.55
12/05/2003,2714.13
13/05/2003,2940.57
14/05/2003,3250.58
15/05/2003,1911.61
16/05/2003,3197.06
17/05/2003,3154.57
18/05/2003,3031.08
19/05/2003,2925.34
20/05/2003,1716.94
21/05/2003,2780.07
22/05/2003,3894.72
23/05/2003,3006.45
24/05/2003,2846.36
25/05/2003,3008.45
26/05/2003,3177.39
27/05/2003,3329.41
28/05/2003,2885.56
29/05/2003,3212.46
30/05/2003,3838.33
31/05/2003,3503.13
01/06/2003,4170.15
02/06/2003,2671.61
03/06/2003,3838.09
04/06/2003,2604.66
05/06/2003,3176.78
06/06/2003,3366.24
07/06/2003,2744.61
08/06/2003,3043.98
09/06/2003,3455.23
10/06/2003,2644.86
11/06/2003,3834.69
12/06/2003,2307.7
13/06/2003,3969.85
14/06/2003,3500.66
15/06/2003,2955.14
16/06/2003,2798.67
17/06/2003,2746.49
18/06/2003,2932.1
19/06/2003,2975.75
20/06/2003,3627.61
21/06/2003,3984.33
22/06/2003,3099.69
23/06/2003,2577.19
24/06/2003,2727.14
25/06/2003,2908.45
26/06/2003,2484.94
27/06/2003,2410.53
28/06/2003,4048.56
29/06/2003,3151.31
30/06/2003,2583.43
01/07/2003,3408.3
02/07/2003,2410.83
03/07/2003,2451.99
04/07/2003,2598.48
05/07/2003,3827.26
06/07/2003,2873.56
07/07/2003,1779.15
08/07/2003,3605.03
09/07/2003,2846.81
10/07/2003,2075.3
11/07/2003,2841.66
12/07/2003,3260.5
13/07/2003,3202.02
14/07/2003,3899.21
15/07/2003,2573.62
16/07/2003,3023.36
17/07/2003,2650.22
18/07/2003,2228.9
19/07/2003,3442.76
20/07/2003,3231.63
21/07/2003,3141.84
22/07/2003,3213.4
23/07/2003,2657.26
24/07/2003,2497.15
25/07/2003,3018.82
26/07/2003,3580.61
27/07/2003,3804.04
28/07/2003,3397.72
29/07/2003,3014.59
30/07/2003,3134.89
31/07/2003,3005.8
01/08/2003,2487.03
02/08/2003,3012.32
03/08/2003,2332.59
04/08/2003,2937.96
05/08/2003,3818.05
06/08/2003,3411.43
07/08/2003,2538.44
08/08/2003,2963.79
09/08/2003,2582.81
10/08/2003,2968.74
11/08/2003,3520.55
12/08/2003,3326.5
13/08/2003,4242.07
14/08/2003,3596.24
15/08/2003,3102
16/08/2003,3338.57
17/08/2003,2898.78
18/08/2003,2436.25
19/08/2003,3652.89
20/08/2003,3504.5
21/08/2003,2879.47
22/08/2003,3136.97
23/08/2003,3620.47
24/08/2003,3423.18
25/08/2003,2268.45
26/08/2003,3121.81
27/08/2003,2916.18
28/08/2003,3556.5
29/08/2003,3515.52
30/08/2003,3659.3
31/08/2003,2441.05
01/09/2003,4350
02/09/2003,4350
03/09/2003,4350
04/09/2003,4350
05/09/2003,4350
06/09/2003,4350
07/09/2003,4350
08/09/2003,4350
09/09/2003,4350
10/09/2003,4350
11/09/2003,4350
12/09/2003,4350
13/09/2003,4350
14/09/2003,4350
15/09/2003,4350
16/09/2003,4350
17/09/2003,4350
18/09/2003,4350
19/09/2003,4350
20/09/2003,4350
21/09/2003,4350
22/09/2003,4350
23/09/2003,4350
24/09/2003,4350
25/09/2003,4350
26/09/2003,4350
27/09/2003,4350
28/09/2003,4350
29/09/2003,4350
30/09/2003,4350
01/10/2003,2607.94
02/10/2003,3557.04
03/10/2003,2704.18
04/10/2003,2239.28
05/10/2003,3266.3
06/10/2003,2726.39
07/10/2003,3894.9
08/10/2003,3148.09
09/10/2003,3080.13
10/10/2003,2815.38
11/10/2003,3795.42
12/10/2003,3179.28
13/10/2003,2795.75
14/10/2003,2602.96
15/10/2003,2963.26
16/10/2003,2511.18
17/10/2003,3514.44
18/10/2003,2095.83
19/10/2003,2930.24
20/10/2003,3305.07
21/10/2003,3171.06
22/10/2003,2641.36
23/10/2003,3330.13
24/10/2003,2556.98
25/10/2003,2988.81
26/10/2003,3325.92
27/10/2003,3231.46
28/10/2003,2662.48
29/10/2003,3598.75
30/10/2003,3043.35
31/10/2003,3371.5
01/11/2003,1958.73
02/11/2003,1835.26
03/11/2003,1836.04
04/11/2003,1557.8
05/11/2003,1738.18
06/11/2003,1564.08
07/11/2003,1137.2
08/11/2003,1590.82
09/11/2003,1576.91
10/11/2003,1675.12
11/11/2003,1461.6
12/11/2003,1271.56
13/11/2003,1696.95
14/11/2003,1106.02
15/11/2003,1937.65
16/11/2003,1430.57
17/11/2003,1573.66
18/11/2003,1667.57
19/11/2003,1677.21
20/11/2003,1077.3
21/11/2003,1747.23
22/11/2003,1590.95
23/11/2003,1309.42
24/11/2003,1275.1
25/11/2003,1399.78
26/11/2003,1110.38
27/11/2003,2016.68
28/11/2003,1945.85
29/11/2003,1635.51
30/11/2003,1432.98
01/12/2003,1440.87
02/12/2003,1727.42
03/12/2003,2027.35
04/12/2003,1328.88
05/12/2003,1164.72
06/12/2003,1964.29
07/12/2003,963.86
08/12/2003,1197.44
09/12/2003,1425.94
10/12/2003,1031.87
11/12/2003,1833.64
12/12/2003,1757.07
13/12/2003,1327.56
14/12/2003,1883.88
15/12/2003,1934.79
16/12/2003,1466.05
17/12/2003,1364.8
18/12/2003,2177.88
19/12/2003,1716.35
20/12/2003,1576.9
21/12/2003,1909.06
22/12/2003,1590.58
23/12/2003,1348.31
24/12/2003,1524.05
25/12/2003,1811.6
26/12/2003,902.34
27/12/2003,1413.59
28/12/2003,1914.92
29/12/2003,1346.44
30/12/2003,1963.83
31/12/2003,1924.42
01/01/2004,1480.34
02/01/2004,1329.44
03/01/2004,1413.79
04/01/2004,2299.38
05/01/2004,2062.33
06/01/2004,1537.62
07/01/2004,1317.55
08/01/2004,1535.11
09/01/2004,1573.15
10/01/2004,1126.99
11/01/2004,1524.01
12/01/2004,1896.72
13/01/2004,960.19
14/01/2004,1747.98
15/01/2004,1912.44
16/01/2004,1331.83
17/01/2004,2008.25
18/01/2004,1292.9
19/01/2004,1632.32
20/01/2004,1407.97
21/01/2004,1407.9
22/01/2004,1314.81
23/01/2004,1709.57
24/01/2004,1754.64
25/01/2004,1480.67
26/01/2004,1092.01
27/01/2004,1620.95
28/01/2004,1626.6
29/01/2004,1434.99
30/01/2004,2060.17
31/01/2004,1030.82
01/02/2004,834.81
02/02/2004,1280.75
03/02/2004,1713.13
04/02/2004,1183.25
05/02/2004,1205.71
06/02/2004,1785.31
07/02/2004,1638.76
08/02/2004,1613.12
09/02/2004,1734.43
10/02/2004,1372.44
11/02/2004,1386.3
12/02/2004,1742.93
13/02/2004,1096.53
14/02/2004,857.18
15/02/2004,1370.01
16/02/2004,1779.26
17/02/2004,1576.67
18/02/2004,1757.19
19/02/2004,895.11
20/02/2004,1594.65
21/02/2004,1696.16
22/02/2004,1094.76
23/02/2004,1758.62
24/02/2004,1466.54
25/02/2004,2421.4
26/02/2004,846.83
27/02/2004,1910.73
28/02/2004,1381.75
29/02/2004,1014.85
01/03/2004,1341.91
02/03/2004,1583.24
03/03/2004,1811.24
04/03/2004,2016.59
05/03/2004,1926.57
06/03/2004,1210.39
07/03/2004,1839.05
08/03/2004,1617.39
09/03/2004,1303.62
10/03/2004,1436.43
11/03/2004,1287.05
12/03/2004,1511.13
13/03/2004,1281.1
14/03/2004,1191.6
15/03/2004,1643.74
16/03/2004,1688.62
17/03/2004,1443.72
18/03/2004,1910.3
19/03/2004,1421.87
20/03/2004,1409.17
21/03/2004,1698.15
22/03/2004,1460.27
23/03/2004,1525.44
24/03/2004,743.87
25/03/2004,1505.01
26/03/2004,951.84
27/03/2004,1133.71
28/03/2004,1099.4
29/03/2004,1187.23
30/03/2004,1335.34
31/03/2004,1354.05
01/04/2004,1699.28
02/04/2004,1566.72
03/04/2004,929.68
04/04/2004,1524.99
05/04/2004,1595.48
06/04/2004,1401.43
07/04/2004,1481.73
08/04/2004,1557.09
09/04/2004,1729.38
10/04/2004,1027.54
11/04/2004,1426.7
12/04/2004,1952.5
13/04/2004,1925
14/04/2004,1755.28
15/04/2004,1661.05
16/04/2004,1996.39
17/04/2004,2075.35
18/04/2004,1461.28
19/04/2004,1209.17
20/04/2004,1418.91
21/04/2004,2429.01
22/04/2004,1029.19
23/04/2004,1358.84
24/04/2004,1076.19
25/04/2004,1537.43
26/04/2004,1139.19
27/04/2004,1467.37
28/04/2004,914.97
29/04/2004,1685.29
30/04/2004,1866.7
01/05/2004,2808.03
02/05/2004,2932.43
03/05/2004,2918.3
04/05/2004,3090.46
05/05/2004,2980.92
06/05/2004,3384.06
07/05/2004,3616.52
08/05/2004,2592.96
09/05/2004,2845.34
10/05/2004,3450.81
11/05/2004,2289.17
12/05/2004,2014.64
13/05/2004,3113.16
14/05/2004,3248.17
15/05/2004,2638.85
16/05/2004,2710.67
17/05/2004,2619.9
18/05/2004,2566.54
19/05/2004,3346.75
20/05/2004,2409.75
21/05/2004,2867.24
22/05/2004,2547.33
23/05/2004,2272.36
24/05/2004,3435.09
25/05/2004,2740.09
26/05/2004,3094.22
27/05/2004,2245.96
28/05/2004,2629.03
29/05/2004,3378.04
30/05/2004,4293.64
31/05/2004,2011.89
01/06/2004,2899.45
02/06/2004,3206.14
03/06/2004,2691.95
04/06/2004,3424.76
05/06/2004,2566.63
06/06/2004,3076.92
07/06/2004,2738.96
08/06/2004,3609.72
09/06/2004,2661.82
10/06/2004,2824.06
11/06/2004,3472.84
12/06/2004,2485.98
13/06/2004,3034.38
14/06/2004,2088.73
15/06/2004,2456.03
16/06/2004,3191.07
17/06/2004,2504.65
18/06/2004,2727.71
19/06/2004,3246.54
20/06/2004,2710.41
21/06/2004,3411.42
22/06/2004,3107.83
23/06/2004,3217.84
24/06/2004,3620.48
25/06/2004,3159.91
26/06/2004,3769.42
27/06/2004,3455.63
28/06/2004,2738.27
29/06/2004,3646.57
30/06/2004,3131.93
01/07/2004,1445
02/07/2004,1445
03/07/2004,1445
04/07/2004,1445
05/07/2004,1445
06/07/2004,1445
07/07/2004,1445
08/07/2004,1445
09/07/2004,1445
10/07/2004,1445
11/07/2004,1445
12/07/2004,1445
13/07/2004,1445
14/07/2004,1445
15/07/2004,1445
16/07/2004,1445
17/07/2004,1445
18/07/2004,1445
19/07/2004,1445
20/07/2004,1445
21/07/2004,1445
22/07/2004,1445
23/07/2004,1445
24/07/2004,1445
25/07/2004,1445
26/07/2004,1445
27/07/2004,1445
28/07/2004,1445
29/07/2004,1445
30/07/2004,1445
31/07/2004,1445
01/08/2004,2802.66
02/08/2004,3139.19
03/08/2004,3556.16
04/08/2004,3227.52
05/08/2004,3911.2
06/08/2004,3543.27
07/08/2004,3261.58
08/08/2004,2486.97
09/08/2004,2910.13
10/08/2004,3035.83
11/08/2004,3348.32
12/08/2004,3318.67
13/08/2004,3084.77
14/08/2004,3060.17
15/08/2004,3360.23
16/08/2004,2570.71
17/08/2004,3847.76
18/08/2004,1976.42
19/08/2004,3727.7
20/08/2004,2977.41
21/08/2004,3501.29
22/08/2004,3181.92
23/08/2004,3173.02
24/08/2004,3277.13
25/08/2004,3404.53
26/08/2004,2835.58
27/08/2004,3517.4
28/08/2004,2457.76
29/08/2004,2997.33
30/08/2004,3417.98
31/08/2004,3497.51
01/09/2004,3230.39
02/09/2004,2803.3
03/09/2004,3448.35
04/09/2004,2665.32
05/09/2004,3875.7
06/09/2004,2957.66
07/09/2004,2230.19
08/09/2004,2402.66
09/09/2004,3021.82
10/09/2004,3069.91
11/09/2004,3984.83
12/09/2004,2480.75
13/09/2004,3019.73
14/09/2004,2470.29
15/09/2004,2753.67
16/09/2004,3841.99
17/09/2004,2431.83
18/09/2004,3293.52
19/09/2004,3196.45
20/09/2004,2987.91
21/09/2004,3259.72
22/09/2004,2419.99
23/09/2004,3828.16
24/09/2004,3962.42
25/09/2004,3023.55
26/09/2004,4211.55
27/09/2004,2800.49
28/09/2004,3200.22
29/09/2004,3715.94
30/09/2004,2770.5
01/10/2004,2309.23
02/10/2004,2194.14
03/10/2004,4030.41
04/10/2004,2735.49
05/10/2004,2907.13
06/10/2004,2443.62
07/10/2004,3474.17
08/10/2004,2609.22
09/10/2004,2754.37
10/10/2004,3149.76
11/10/2004,2467.98
12/10/2004,2910.71
13/10/2004,3701.1
14/10/2004,3214.13
15/10/2004,3065.27
16/10/2004,3107.43
17/10/2004,2805.43
18/10/2004,3998.08
19/10/2004,2593.92
20/10/2004,3105.46
21/10/2004,3057.51
22/10/2004,3504.38
23/10/2004,3551.59
24/10/2004,2983.99
25/10/2004,3145.33
26/10/2004,3164.27
27/10/2004,1863.93
28/10/2004,2205.51
29/10/2004,2697.47
30/10/2004,2719.2
31/10/2004,2400.36
01/11/2004,1724.87
02/11/2004,1500.64
03/11/2004,1435.59
04/11/2004,1123.15
05/11/2004,1486.64
06/11/2004,711.99
07/11/2004,1451.11
08/11/2004,1518.96
09/11/2004,1572.57
10/11/2004,1030.77
11/11/2004,1567.45
12/11/2004,1187.57
13/11/2004,1256.26
14/11/2004,1715.38
15/11/2004,2104.23
16/11/2004,1515.41
17/11/2004,1254.87
18/11/2004,1556.6
19/11/2004,1781.71
20/11/2004,1686.3
21/11/2004,2322.93
22/11/2004,1285.4
23/11/2004,1575.67
24/11/2004,1964.68
25/11/2004,1945.85
26/11/2004,914.98
27/11/2004,1498.99
28/11/2004,1945.36
29/11/2004,2367.19
30/11/2004,1711.14
01/12/2004,1389.64
02/12/2004,1197.24
03/12/2004,2165.62
04/12/2004,1718.62
05/12/2004,1245.58
06/12/2004,1439.05
07/12/2004,1593.06
08/12/2004,1663.14
09/12/2004,1230.11
10/12/2004,1315.74
11/12/2004,1004.12
12/12/2004,1811.93
13/12/2004,1397.51
14/12/2004,1639.9
15/12/2004,1926.68
16/12/2004,1565.96
17/12/2004,1466.11
18/12/2004,1558.18
19/12/2004,1518.96
20/12/2004,1873.85
21/12/2004,1593.25
22/12/2004,1336.68
23/12/2004,1814.35
24/12/2004,1869.15
25/12/2004,1098.5
26/12/2004,1959.84
27/12/2004,1609.41
28/12/2004,1584.98
29/12/2004,1801.99
30/12/2004,1329.91
31/12/2004,1786.25
01/01/2005,1386.97
02/01/2005,1057.51
03/01/2005,1200.67
04/01/2005,1670.11
05/01/2005,1216.36
06/01/2005,1983.02
07/01/2005,1856.79
08/01/2005,1900.03
09/01/2005,1537.43
10/01/2005,1577.36
11/01/2005,1141.89
12/01/2005,1798.74
13/01/2005,1613.95
14/01/2005,1670.19
15/01/2005,2006.49
16/01/2005,1318.21
17/01/2005,1462.16
18/01/2005,1598
19/01/2005,1219.37
20/01/2005,1443.72
21/01/2005,1647.88
22/01/2005,1402.37
23/01/2005,1892.7
24/01/2005,1046.72
25/01/2005,1836.83
26/01/2005,1698.36
27/01/2005,1329.35
28/01/2005,1222.68
29/01/2005,875.92
30/01/2005,1261.45
31/01/2005,1814.15
01/02/2005,1483.17
02/02/2005,1848.89
03/02/2005,1314.04
04/02/2005,1712.13
05/02/2005,1284.75
06/02/2005,1210.33
07/02/2005,1467.86
08/02/2005,1300.51
09/02/2005,1037.15
10/02/2005,1445.31
11/02/2005,1531.93
12/02/2005,1880.51
13/02/2005,1781.04
14/02/2005,1865.98
15/02/2005,1716.11
16/02/2005,1599.78
17/02/2005,1131.32
18/02/2005,1544.96
19/02/2005,1679.04
20/02/2005,1937.23
21/02/2005,1705.89
22/02/2005,1872.12
23/02/2005,1190.4
24/02/2005,1402.07
25/02/2005,1628.81
26/02/2005,1848.29
27/02/2005,1456.43
28/02/2005,1475.27
01/03/2005,1706.14
02/03/2005,1162.24
03/03/2005,1982.22
04/03/2005,1236.26
05/03/2005,924.42
06/03/2005,1503.02
07/03/2005,2009.54
08/03/2005,1675.94
09/03/2005,1725.33
10/03/2005,1512.42
11/03/2005,1454.29
12/03/2005,1036.53
13/03/2005,822.18
14/03/2005,1558.88
15/03/2005,1893.76
16/03/2005,1603.24
17/03/2005,1687.08
18/03/2005,1975.12
19/03/2005,1598.63
20/03/2005,1463.2
21/03/2005,1254.44
22/03/2005,2106.66
23/03/2005,1657.96
24/03/2005,1216.92
25/03/2005,1148.65
26/03/2005,1875.92
27/03/2005,1188.77
28/03/2005,2056.15
29/03/2005,673.06
30/03/2005,1926.78
31/03/2005,1646.07
01/04/2005,1535.58
02/04/2005,1447.36
03/04/2005,2067.22
04/04/2005,1712.12
05/04/2005,1229.04
06/04/2005,984.33
07/04/2005,1553.19
08/04/2005,1499.68
09/04/2005,1044.04
10/04/2005,1483.38
11/04/2005,1327.82
12/04/2005,1502.79
13/04/2005,1717.78
14/04/2005,1947.78
15/04/2005,1772.67
16/04/2005,1283.57
17/04/2005,1610.67
18/04/2005,1518.93
19/04/2005,1100.36
20/04/2005,1619.47
21/04/2005,2057
22/04/2005,1509.73
23/04/2005,1021.75
24/04/2005,1509.08
25/04/2005,1135.89
26/04/2005,1759.08
27/04/2005,1657.46
28/04/2005,1448.73
29/04/2005,1400.65
30/04/2005,1436.33
01/05/2005,3004.14
02/05/2005,2613.88
03/05/2005,2306.12
04/05/2005,3569.35
05/05/2005,2807.3
06/05/2005,3083.52
07/05/2005,3142.64
08/05/2005,3161.01
09/05/2005,2413.09
10/05/2005,2162.08
11/05/2005,2705.65
12/05/2005,3197.86
13/05/2005,2636.03
14/05/2005,2822.54
15/05/2005,4063.65
16/05/2005,2077.29
17/05/2005,2622.48
18/05/2005,3948.3
19/05/2005,2977.7
20/05/2005,2647.01
21/05/2005,3584.38
22/05/2005,3027.62
23/05/2005,2825.85
24/05/2005,3096.18
25/05/2005,2670.95
26/05/2005,2491.25
27/05/2005,2943.2
28/05/2005,2494.5
29/05/2005,3005.35
30/05/2005,3177.2
31/05/2005,3426.53
01/06/2005,3563.96
02/06/2005,2797.13
03/06/2005,3249.71
04/06/2005,3246.26
05/06/2005,3163.91
06/06/2005,2760.27
07/06/2005,2485.97
08/06/2005,3251
09/06/2005,2146.57
10/06/2005,2866.08
11/06/2005,1723.18
12/06/2005,2331.8
13/06/2005,2561.43
14/06/2005,3548.36
15/06/2005,3344.05
16/06/2005,2723.03
17/06/2005,3364.68
18/06/2005,3443.81
19/06/2005,2919.67
20/06/2005,2307.81
21/06/2005,2896.04
22/06/2005,2951.05
23/06/2005,2383.77
24/06/2005,3183.52
25/06/2005,3139.91
26/06/2005,3222.52
27/06/2005,3139.46
28/06/2005,3364.92
29/06/2005,2910.34
30/06/2005,3100.89
01/07/2005,2801.13
02/07/2005,2707.75
03/07/2005,3669.12
04/07/2005,1978.12
05/07/2005,3438.38
06/07/2005,2689.73
07/07/2005,2624.98
08/07/2005,3130.79
09/07/2005,2255.2
10/07/2005,2591.99
11/07/2005,2575.43
12/07/2005,2889.3
13/07/2005,2597.93
14/07/2005,3800.56
15/07/2005,3898.51
16/07/2005,1989
17/07/2005,3272.16
18/07/2005,3429.33
19/07/2005,3271.49
20/07/2005,2670.94
21/07/2005,2877.95
22/07/2005,2625.86
23/07/2005,2789.87
24/07/2005,2395.02
25/07/2005,2942.61
26/07/2005,2248.6
27/07/2005,2899.93
28/07/2005,2375.71
29/07/2005,3103.41
30/07/2005,2660.29
31/07/2005,3145.29
01/08/2005,3540.79
02/08/2005,3794.72
03/08/2005,1736
04/08/2005,2582.9
05/08/2005,2848.46
06/08/2005,3230.16
07/08/2005,2174.82
08/08/2005,2508.95
09/08/2005,3065.18
10/08/2005,3042.44
11/08/2005,3188.81
12/08/2005,3221.84
13/08/2005,3169.3
14/08/2005,3096.83
15/08/2005,3027.87
16/08/2005,3332.38
17/08/2005,1880.34
18/08/2005,3772.17
19/08/2005,1897.76
20/08/2005,2460.42
21/08/2005,2886.62
22/08/2005,3336.31
23/08/2005,1502.37
